signal_date,entry_date,exit_date,hold_bars,ts_code,name,setup_type,signal_score,single_peak_dense_score,trigger_price,stop_loss,entry_price,exit_price,exit_reason,pnl_pct,r_multiple,risk_pct,hit_1r,hit_2r,hit_3r,volume_ratio,platform_range,chip_concentration,chip_low_position
20251106,20251107,20251107,1,600586.SH,金晶科技,pullback,56.38,0.2817,6.05,5.94,6.05,5.94,stop_loss,-0.018181818181818077,-1.0,0.018181818181818087,0,0,0,2.2,19.64,10.59,55.07
20251106,20251107,20251107,1,601890.SH,亚星锚链,pullback,57.37,0.366,10.9,10.71,10.9,10.71,stop_loss,-0.017431192660550376,-1.0,0.01743119266055041,0,0,0,1.3,17.25,7.47,53.07
20251106,20251107,20251110,2,603014.SH,威高血净,pullback,58.02,0.2838,45.9,44.02,45.9,44.02,stop_loss,-0.040958605664487946,-1.0,0.04095860566448792,0,0,0,3.2,19.8,10.18,53.36
20251106,20251107,20251113,5,603282.SH,亚光股份,pullback,64.71,0.5553,20.32,19.98,20.32,20.4,time_exit,0.003937007874015741,0.2352941176470539,0.01673228346456692,1,0,0,1.22,15.15,7.77,66.96
20251106,20251107,20251107,1,603667.SH,五洲新春,breakout,58.73,0.2364,47.84,47.02,47.84,47.0,gap_stop,-0.01755852842809369,-1.0243902439024428,0.017140468227424755,0,0,0,1.88,16.06,7.77,62.98
20251106,20251107,20251113,5,603729.SH,龙韵股份,pullback,64.64,0.3359,17.89,17.54,17.89,18.06,time_exit,0.00950251537171587,0.48571428571427844,0.019564002235886047,1,0,0,1.08,9.49,4.81,60.19
20251106,20251107,20251113,5,603890.SH,春秋电子,pullback,48.83,0.2535,15.47,14.89,15.48,15.51,time_exit,0.0019379844961240345,0.05084745762711757,0.03811369509043926,1,1,0,1.12,24.48,10.49,63.19
20251106,20251107,20251107,1,605258.SH,协和电子,pullback,56.53,0.4327,38.63,38.0,38.63,38.0,stop_loss,-0.01630856847010098,-1.0,0.016308568470101023,0,0,0,1.32,22.36,11.3,60.05
20251106,20251107,20251110,2,605305.SH,中际联合,pullback,51.91,0.3361,47.17,46.48,47.17,46.48,stop_loss,-0.014627941488234097,-1.0,0.01462794148823415,1,1,0,1.03,25.29,12.51,72.8
20251107,20251110,20251110,1,000589.SZ,贵州轮胎,pullback,61.24,0.2602,5.15,5.13,5.16,5.13,stop_loss,-0.005813953488372103,-1.0,0.005813953488372141,0,0,0,0.62,11.56,6.34,48.95
20251107,20251110,20251114,5,600080.SH,金花股份,pullback,70.7,0.3348,7.84,7.77,7.86,8.61,time_exit,0.09541984732824416,8.333333333333254,0.011450381679389407,1,1,1,0.94,6.07,6.49,48.96
20251107,20251110,20251114,5,600241.SH,时代万恒,breakout,70.35,0.3197,9.3,9.1,9.32,9.95,time_exit,0.06759656652360513,2.863636363636351,0.023605150214592342,1,1,1,1.71,11.64,6.47,34.49
20251107,20251110,20251114,5,600359.SH,新农开发,pullback,68.67,0.4977,7.22,7.17,7.25,7.36,time_exit,0.015172413793103523,1.3750000000000027,0.0110344827586207,1,1,0,1.0,5.52,4.22,48.8
20251107,20251110,20251114,5,600470.SH,六国化工,pullback,55.58,0.3629,6.78,6.66,6.79,6.93,time_exit,0.020618556701030855,1.0769230769230753,0.019145802650957274,1,1,1,2.49,17.0,9.66,55.89
20251107,20251110,20251110,1,600543.SH,莫高股份,pullback,67.68,0.3913,6.49,6.44,6.49,6.44,stop_loss,-0.007704160246533087,-1.0,0.0077041602465331,0,0,0,0.65,11.54,7.02,56.6
20251107,20251110,20251110,1,600693.SH,东百集团,pullback,61.5,0.4466,6.83,6.69,6.83,6.69,stop_loss,-0.020497803806734938,-1.0,0.020497803806734945,0,0,0,2.16,17.87,8.51,45.42
20251107,20251110,20251114,5,600938.SH,中国海油,pullback,64.53,0.3672,28.45,28.2,28.45,29.02,time_exit,0.02003514938488582,2.280000000000001,0.008787346221441126,1,1,1,0.61,10.71,6.21,46.38
20251107,20251110,20251110,1,603029.SH,天鹅股份,pullback,65.17,0.1772,20.18,20.11,20.18,20.11,stop_loss,-0.0034687809712586892,-1.0,0.003468780971258686,0,0,0,0.64,11.49,6.32,58.97
20251107,20251110,20251114,5,603079.SH,圣达生物,breakout,60.21,0.2762,20.88,20.49,20.88,20.67,time_exit,-0.010057471264367734,-0.5384615384615308,0.01867816091954026,1,1,0,2.95,17.01,10.42,55.06
20251107,20251110,20251110,1,603191.SH,望变电气,pullback,49.23,0.1937,17.9,17.8,17.96,17.8,stop_loss,-0.008908685968819552,-1.0,0.008908685968819607,0,0,0,1.22,21.33,10.81,69.08
20251107,20251110,20251110,1,603315.SH,福鞍股份,pullback,52.89,0.3926,14.77,14.54,14.8,14.54,stop_loss,-0.01756756756756772,-1.0,0.017567567567567673,0,0,0,2.94,18.4,8.13,57.84
20251107,20251110,20251113,4,603577.SH,汇金通,pullback,55.93,0.2505,10.35,10.27,10.47,10.27,stop_loss,-0.0191021967526267,-1.0,0.019102196752626654,1,0,0,1.8,16.41,6.91,39.55
20251107,20251110,20251114,5,603600.SH,永艺股份,pullback,61.45,0.3867,11.75,11.61,11.75,12.07,time_exit,0.027234042553191617,2.2857142857142785,0.011914893617021326,1,1,1,0.95,10.18,6.9,55.33
20251107,20251110,20251114,5,603619.SH,中曼石油,pullback,61.8,0.2783,22.04,21.39,22.04,23.78,time_exit,0.07894736842105265,2.6769230769230856,0.02949183303085293,1,1,1,1.05,11.84,7.26,50.6
20251107,20251110,20251114,5,603729.SH,龙韵股份,pullback,64.18,0.3305,17.84,17.7,18.1,18.1,time_exit,0.0,0.0,0.022099447513812272,0,0,0,0.67,9.49,4.81,60.19
20251110,20251111,20251111,1,600051.SH,宁波联合,pullback,63.65,0.2178,7.93,7.91,7.94,7.91,stop_loss,-0.0037783375314861534,-1.0,0.0037783375314861772,0,0,0,0.87,11.08,6.08,54.64
20251110,20251111,20251117,5,600080.SH,金花股份,pullback,69.7,0.2841,7.85,7.78,7.85,8.52,time_exit,0.08535031847133756,9.571428571428653,0.008917197452229223,1,1,1,0.87,5.82,6.49,48.96
20251110,20251111,20251112,2,600101.SH,明星电力,pullback,60.74,0.4429,10.33,10.11,10.39,10.11,stop_loss,-0.02694898941289714,-1.0,0.026948989412897126,0,0,0,1.39,14.3,7.14,32.24
20251110,20251111,20251117,5,600359.SH,新农开发,pullback,69.89,0.4937,7.33,7.19,7.33,7.39,time_exit,0.008185538881309684,0.42857142857142677,0.01909959072305589,0,0,0,1.22,6.04,4.22,48.8
20251110,20251111,20251112,2,600386.SH,北巴传媒,pullback,71.62,0.2191,5.0,4.93,5.02,4.93,stop_loss,-0.017928286852589626,-1.0,0.017928286852589615,0,0,0,0.61,11.0,7.32,43.84
20251110,20251111,20251112,2,600399.SH,抚顺特钢,pullback,57.95,0.428,5.64,5.58,5.64,5.58,stop_loss,-0.010638297872340385,-1.0,0.010638297872340358,1,0,0,1.22,12.16,6.07,49.1
20251110,20251111,20251117,5,600470.SH,六国化工,pullback,54.53,0.2374,6.95,6.73,6.97,7.05,time_exit,0.011477761836441891,0.3333333333333346,0.03443328550932558,1,0,0,2.04,17.24,9.89,54.62
20251110,20251111,20251117,5,600543.SH,莫高股份,pullback,69.71,0.3821,6.57,6.4,6.58,6.69,time_exit,0.016717325227963542,0.6111111111111138,0.027355623100303907,0,0,0,1.04,11.3,7.02,55.89
20251110,20251111,20251111,1,603014.SH,威高血净,pullback,54.81,0.1476,43.75,42.66,43.75,42.66,stop_loss,-0.024914285714285778,-1.0,0.02491428571428579,0,0,0,1.73,23.36,9.5,52.68
20251110,20251111,20251113,3,603029.SH,天鹅股份,pullback,65.13,0.0938,20.12,20.01,20.34,20.01,stop_loss,-0.016224188790560423,-1.0,0.01622418879056039,0,0,0,0.72,10.66,6.32,58.97
20251110,20251111,20251117,5,603315.SH,福鞍股份,pullback,53.09,0.3821,14.8,14.44,14.85,15.69,time_exit,0.056565656565656486,2.048780487804877,0.02760942760942762,1,1,0,1.58,18.72,8.13,57.84
20251110,20251111,20251113,3,603577.SH,汇金通,pullback,56.13,0.2393,10.53,10.39,10.53,10.39,stop_loss,-0.013295346628679816,-1.0,0.013295346628679847,1,0,0,1.56,15.95,6.87,40.35
20251110,20251111,20251117,5,603600.SH,永艺股份,pullback,62.16,0.334,11.76,11.63,11.76,11.8,time_exit,0.003401360544217802,0.30769230769231715,0.011054421768707398,1,1,1,0.71,10.18,6.9,55.33
20251110,20251111,20251113,3,603619.SH,中曼石油,pullback,61.25,0.2725,22.22,21.81,22.39,21.81,stop_loss,-0.025904421616793294,-1.0,0.025904421616793294,0,0,0,0.85,12.59,7.78,52.23
20251110,20251111,20251113,3,603729.SH,龙韵股份,pullback,63.88,0.3217,18.02,17.84,18.02,17.84,stop_loss,-0.009988901220865709,-1.0,0.00998890122086569,1,1,0,1.0,8.89,4.81,58.88
20251110,20251111,20251112,2,605258.SH,协和电子,pullback,56.87,0.3279,38.35,36.65,38.51,36.65,stop_loss,-0.0482991430797195,-1.0,0.04829914307971954,0,0,0,1.7,22.18,10.96,60.96
20251111,20251112,20251112,1,000589.SZ,贵州轮胎,pullback,59.96,0.2524,5.2,5.18,5.2,5.16,gap_stop,-0.007692307692307665,-1.9999999999999556,0.003846153846153935,0,0,0,0.78,10.92,6.9,47.68
20251111,20251112,20251113,2,600241.SH,时代万恒,pullback,64.16,0.3035,9.33,9.2,9.34,9.14,gap_stop,-0.021413276231263323,-1.4285714285714177,0.01498929336188443,0,0,0,1.04,14.74,7.24,37.27
20251111,20251112,20251112,1,600359.SH,新农开发,pullback,69.45,0.4872,7.37,7.29,7.37,7.29,stop_loss,-0.01085481682496614,-1.0,0.010854816824966088,0,0,0,1.16,6.39,4.38,50.06
20251111,20251112,20251112,1,600386.SH,北巴传媒,pullback,70.45,0.2168,5.0,4.96,5.0,4.96,stop_loss,-0.008000000000000007,-1.0,0.008000000000000007,0,0,0,0.61,10.22,7.32,43.84
20251111,20251112,20251112,1,600543.SH,莫高股份,breakout,69.67,0.3776,6.63,6.58,6.63,6.58,stop_loss,-0.007541478129713397,-1.0,0.007541478129713397,0,0,0,1.33,10.03,7.22,54.9
20251111,20251112,20251118,5,600697.SH,欧亚集团,pullback,67.25,0.3495,14.11,13.93,14.12,13.93,stop_loss,-0.013456090651558061,-1.0,0.013456090651558039,1,1,0,1.04,9.51,5.07,37.77
20251111,20251112,20251118,5,600738.SH,丽尚国潮,pullback,63.51,0.1908,5.69,5.46,5.7,5.46,stop_loss,-0.04210526315789476,-1.0,0.04210526315789477,0,0,0,1.22,13.29,7.14,34.74
20251111,20251112,20251112,1,600859.SH,王府井,pullback,57.62,0.2072,15.5,15.2,15.5,15.2,stop_loss,-0.01935483870967747,-1.0,0.019354838709677465,0,0,0,2.7,14.03,5.79,55.62
20251111,20251112,20251117,4,601021.SH,春秋航空,pullback,66.73,0.4961,58.88,57.77,58.88,57.01,gap_stop,-0.0317595108695653,-1.6846846846846897,0.018851902173913034,1,0,0,0.9,12.56,6.62,37.5
20251112,20251113,20251119,5,600222.SH,太龙药业,breakout,61.4,0.2651,7.53,7.3,7.53,7.3,stop_loss,-0.030544488711819473,-1.0,0.030544488711819445,1,1,1,4.31,16.91,9.33,67.51
20251112,20251113,20251117,3,600249.SH,两面针,breakout,68.34,0.3141,7.0,6.79,7.0,6.79,stop_loss,-0.030000000000000027,-1.0,0.029999999999999995,0,0,0,1.98,11.08,8.9,50.36
20251112,20251113,20251118,4,600470.SH,六国化工,pullback,53.52,0.4011,6.94,6.83,6.94,6.83,stop_loss,-0.015850144092219076,-1.0,0.015850144092219066,1,1,0,1.07,18.96,10.39,55.7
20251112,20251113,20251113,1,600583.SH,海油工程,pullback,62.33,0.4658,5.85,5.81,5.85,5.8,gap_stop,-0.008547008547008517,-1.2499999999999944,0.006837606837606844,0,0,0,1.15,7.33,6.66,57.11
20251112,20251113,20251117,3,601021.SH,春秋航空,pullback,61.55,0.4941,58.91,58.32,59.19,57.01,gap_stop,-0.03683054570028721,-2.5057471264367885,0.014698428788646687,1,0,0,1.21,12.56,6.76,37.16
20251112,20251113,20251113,1,603048.SH,浙江黎明,pullback,63.28,0.4959,20.91,20.73,20.91,20.73,stop_loss,-0.008608321377331363,-1.0,0.008608321377331406,0,0,0,0.81,14.37,7.18,55.7
20251112,20251113,20251118,4,603161.SH,科华控股,pullback,68.13,0.2725,14.46,14.32,14.46,14.32,stop_loss,-0.009681881051175734,-1.0,0.009681881051175695,1,1,0,0.89,10.49,8.43,49.42
20251112,20251113,20251117,3,603355.SH,莱克电气,pullback,57.57,0.4058,28.09,27.98,28.23,27.98,stop_loss,-0.008855827134254368,-1.0,0.008855827134254339,1,1,1,0.68,24.29,14.08,46.85
20251112,20251113,20251113,1,603395.SH,红四方,pullback,68.18,0.6388,36.03,35.35,36.03,35.35,stop_loss,-0.018873161254510107,-1.0,0.01887316125451012,0,0,0,1.8,8.92,3.05,23.9
20251113,20251114,20251120,5,000422.SZ,湖北宜化,pullback,52.45,0.1324,16.04,15.4,16.04,16.27,time_exit,0.014339152119700715,0.35937500000000133,0.03990024937655853,1,0,0,1.26,20.79,9.99,63.34
20251113,20251114,20251117,2,000589.SZ,贵州轮胎,pullback,62.65,0.2448,5.16,5.1,5.16,5.1,stop_loss,-0.011627906976744318,-1.0,0.011627906976744281,0,0,0,0.84,11.2,6.9,47.68
20251113,20251114,20251118,3,000635.SZ,英力特,breakout,71.4,0.2194,9.33,9.21,9.33,9.21,stop_loss,-0.012861736334405016,-1.0,0.012861736334405061,1,0,0,1.44,8.52,7.28,36.46
20251113,20251114,20251114,1,600218.SH,全柴动力,pullback,55.47,0.3593,10.41,10.19,10.41,10.19,stop_loss,-0.0211335254562921,-1.0,0.021133525456292088,0,0,0,1.32,22.21,11.2,53.2
20251113,20251114,20251114,1,600249.SH,两面针,pullback,62.22,0.3061,7.01,6.87,7.01,6.87,stop_loss,-0.0199714693295292,-1.0,0.019971469329529198,0,0,0,1.38,16.67,9.12,51.18
20251113,20251114,20251114,1,600583.SH,海油工程,pullback,63.82,0.4626,5.83,5.75,5.83,5.75,stop_loss,-0.013722126929674117,-1.0,0.013722126929674111,0,0,0,1.05,8.57,6.66,57.11
20251113,20251114,20251117,2,600754.SH,锦江酒店,pullback,61.1,0.2583,26.29,25.8,26.29,25.8,stop_loss,-0.0186382655001901,-1.0,0.018638265500190127,1,0,0,1.28,19.7,10.35,56.42
20251113,20251114,20251118,3,600805.SH,悦达投资,pullback,71.55,0.3716,5.72,5.66,5.72,5.66,stop_loss,-0.010489510489510412,-1.0,0.010489510489510422,1,0,0,0.65,11.88,9.35,41.13
20251113,20251114,20251117,2,600833.SH,第一医药,pullback,68.03,0.4252,14.98,14.59,14.98,14.59,stop_loss,-0.02603471295060089,-1.0,0.02603471295060084,1,0,0,1.6,13.91,6.95,48.01
20251113,20251114,20251117,2,600859.SH,王府井,pullback,57.48,0.1915,15.31,15.0,15.31,15.0,stop_loss,-0.020248203788373664,-1.0,0.020248203788373643,0,0,0,1.23,14.03,5.79,55.62
20251113,20251114,20251120,5,600965.SH,福成股份,pullback,60.27,0.303,5.76,5.61,5.81,6.06,time_exit,0.04302925989672968,1.2500000000000044,0.0344234079173837,1,1,1,1.51,16.25,11.36,58.92
20251113,20251114,20251118,3,603161.SH,科华控股,pullback,70.64,0.2694,14.52,14.38,14.52,14.38,stop_loss,-0.009641873278236845,-1.0,0.009641873278236832,1,0,0,0.73,9.88,8.43,49.42
20251113,20251114,20251117,2,603355.SH,莱克电气,pullback,61.52,0.4046,28.52,28.0,28.52,28.0,stop_loss,-0.018232819074333828,-1.0,0.018232819074333786,1,0,0,0.64,18.43,14.08,46.85
20251113,20251114,20251118,3,603395.SH,红四方,pullback,67.33,0.6314,36.08,35.32,36.08,35.32,stop_loss,-0.021064301552106368,-1.0,0.021064301552106375,1,0,0,1.55,8.92,3.05,23.95
20251113,20251114,20251120,5,603399.SH,永杉锂业,pullback,57.49,0.2573,11.46,10.9,11.46,12.3,time_exit,0.0732984293193717,1.4999999999999984,0.04886561954624786,1,1,0,1.55,20.97,9.91,61.32
20251114,20251117,20251118,2,000422.SZ,湖北宜化,pullback,55.65,0.2355,15.92,15.7,15.96,15.7,stop_loss,-0.01629072681704269,-1.0,0.016290726817042703,1,0,0,0.92,19.15,9.99,63.34
20251114,20251117,20251118,2,000570.SZ,苏常柴Ａ,pullback,62.1,0.5196,6.04,6.0,6.05,6.0,stop_loss,-0.008264462809917328,-1.0,0.008264462809917326,1,0,0,0.93,9.51,5.19,51.77
20251114,20251117,20251118,2,000635.SZ,英力特,pullback,65.67,0.2174,9.32,9.25,9.34,9.25,stop_loss,-0.009635974304068484,-1.0,0.009635974304068507,1,0,0,0.88,9.11,7.28,36.46
20251114,20251117,20251118,2,600149.SH,廊坊发展,breakout,67.55,0.2803,6.06,5.9,6.07,5.9,stop_loss,-0.028006589785831926,-1.0,0.028006589785831947,0,0,0,1.84,8.72,6.89,41.93
20251114,20251117,20251117,1,600301.SH,华锡有色,breakout,55.89,0.2106,37.17,36.56,37.17,36.15,gap_stop,-0.027441485068603777,-1.6721311475409903,0.01641108420769436,0,0,0,1.59,27.54,15.17,68.0
20251114,20251117,20251121,5,600336.SH,澳柯玛,breakout,68.45,0.452,7.7,7.43,7.7,7.42,gap_stop,-0.036363636363636376,-1.037037037037036,0.035064935064935125,0,0,0,3.37,6.13,6.54,49.25
20251114,20251117,20251119,3,600338.SH,西藏珠峰,pullback,54.42,0.1249,16.09,15.99,16.3,15.99,stop_loss,-0.01901840490797546,-1.0,0.01901840490797549,1,1,1,1.7,19.65,12.02,70.37
20251114,20251117,20251117,1,600805.SH,悦达投资,pullback,70.79,0.3683,5.77,5.7,5.77,5.7,stop_loss,-0.0121317157712304,-1.0,0.012131715771230399,0,0,0,0.81,10.7,9.11,41.79
20251114,20251117,20251118,2,603161.SH,科华控股,pullback,69.0,0.232,14.55,14.39,14.62,14.39,stop_loss,-0.015731874145006763,-1.0,0.01573187414500675,0,0,0,0.97,8.65,8.19,50.09
20251114,20251117,20251117,1,603162.SH,海通发展,breakout,55.53,0.2318,12.42,12.23,12.42,12.23,stop_loss,-0.015297906602254385,-1.0,0.015297906602254389,0,0,0,2.37,13.93,6.8,72.16
20251114,20251117,20251117,1,603355.SH,莱克电气,pullback,60.08,0.4032,28.33,28.24,28.54,28.24,stop_loss,-0.010511562718990897,-1.0,0.010511562718990916,0,0,0,0.79,15.94,14.34,45.02
20251114,20251117,20251121,5,603660.SH,苏州科达,pullback,66.1,0.4618,9.51,9.36,9.51,9.99,time_exit,0.05047318611987395,3.1999999999999953,0.015772870662460605,1,1,1,1.49,12.68,9.58,64.84
20251114,20251117,20251119,3,603991.SH,至正股份,breakout,69.93,0.319,71.68,69.61,71.68,69.61,stop_loss,-0.02887834821428581,-1.0,0.028878348214285813,1,0,0,1.49,8.52,7.32,46.6
20251114,20251117,20251117,1,605066.SH,天正电气,pullback,58.9,0.2156,8.05,7.98,8.05,7.98,stop_loss,-0.008695652173913104,-1.0,0.008695652173913078,0,0,0,1.02,10.87,5.36,52.81
20251117,20251118,20251118,1,000570.SZ,苏常柴Ａ,pullback,63.11,0.4914,6.06,6.01,6.07,6.01,stop_loss,-0.009884678747940745,-1.0,0.009884678747940773,0,0,0,0.88,9.51,5.04,50.78
20251117,20251118,20251118,1,000635.SZ,英力特,pullback,66.02,0.2149,9.41,9.29,9.41,9.29,stop_loss,-0.012752391073326375,-1.0,0.012752391073326354,0,0,0,1.09,10.26,7.01,37.43
20251117,20251118,20251118,1,600628.SH,新世界,pullback,67.26,0.2574,7.89,7.81,7.89,7.81,stop_loss,-0.010139416983523497,-1.0,0.010139416983523457,0,0,0,1.11,7.31,4.5,55.08
20251117,20251118,20251120,3,600754.SH,锦江酒店,pullback,61.49,0.2549,26.03,25.49,26.03,25.49,stop_loss,-0.020745293891663574,-1.0,0.020745293891663567,1,0,0,0.94,19.7,10.35,56.42
20251117,20251118,20251118,1,603112.SH,华翔股份,breakout,73.61,0.4477,18.76,18.32,18.76,18.32,stop_loss,-0.023454157782516027,-1.0,0.02345415778251606,0,0,0,1.97,9.68,6.61,45.94
20251117,20251118,20251118,1,603276.SH,恒兴新材,pullback,63.22,0.3899,18.79,18.55,18.95,18.55,stop_loss,-0.02110817941952503,-1.0,0.021108179419524992,0,0,0,0.96,14.6,6.82,62.83
20251117,20251118,20251118,1,603399.SH,永杉锂业,breakout,60.39,0.1572,11.95,11.66,12.03,11.66,stop_loss,-0.03075644222776386,-1.0,0.030756442227763862,0,0,0,2.49,18.0,10.92,58.89
20251117,20251118,20251120,3,603908.SH,牧高笛,pullback,62.65,0.4313,26.37,25.8,26.37,25.8,stop_loss,-0.021615472127417545,-1.0,0.02161547212741753,1,0,0,2.46,14.81,6.06,56.83
20251117,20251118,20251124,5,605086.SH,龙高股份,pullback,57.78,0.191,29.12,28.39,29.12,30.41,time_exit,0.0442994505494505,1.7671232876712306,0.025068681318681334,1,1,0,1.3,18.62,10.17,55.25
20251118,20251119,20251119,1,600645.SH,中源协和,pullback,55.11,0.1962,27.43,27.25,27.45,27.25,stop_loss,-0.007285974499089187,-1.0,0.007285974499089227,0,0,0,1.06,20.65,10.57,54.29
20251118,20251119,20251120,2,600754.SH,锦江酒店,pullback,59.64,0.2532,26.12,25.75,26.12,25.75,stop_loss,-0.01416539050535992,-1.0,0.014165390505359915,0,0,0,0.89,19.7,10.35,56.42
20251118,20251119,20251119,1,600818.SH,中路股份,pullback,62.99,0.322,11.33,11.22,11.35,11.22,stop_loss,-0.011453744493391982,-1.0,0.011453744493391984,0,0,0,1.48,13.63,7.19,46.36
20251118,20251119,20251119,1,603391.SH,力聚热能,pullback,58.6,0.2761,59.87,59.1,59.88,59.1,stop_loss,-0.013026052104208485,-1.0,0.013026052104208435,0,0,0,0.7,18.98,8.38,77.19
20251118,20251119,20251119,1,603660.SH,苏州科达,pullback,59.35,0.4281,10.37,10.0,10.37,10.0,stop_loss,-0.03567984570877525,-1.0,0.03567984570877524,0,0,0,2.24,19.31,13.5,60.49
20251118,20251119,20251120,2,603908.SH,牧高笛,pullback,61.5,0.3109,26.65,25.98,26.65,25.98,stop_loss,-0.02514071294559095,-1.0,0.025140712945590928,0,0,0,1.94,14.81,6.06,56.83
20251119,20251120,20251121,2,600803.SH,新奥股份,breakout,63.46,0.1899,20.72,20.47,20.84,20.47,stop_loss,-0.01775431861804222,-1.0,0.017754318618042275,0,0,0,1.12,11.75,7.27,48.41
20251119,20251120,20251120,1,600887.SH,伊利股份,breakout,67.53,0.4665,29.64,29.58,29.64,29.56,gap_stop,-0.0026990553306343035,-1.3333333333333135,0.0020242914979757853,0,0,0,1.14,8.92,5.93,31.95
20251119,20251120,20251120,1,603598.SH,引力传媒,pullback,65.57,0.4435,17.68,17.53,17.68,17.53,stop_loss,-0.008484162895927572,-1.0,0.008484162895927521,0,0,0,1.69,11.84,6.6,44.37
20251120,20251121,20251126,4,600127.SH,金健米业,pullback,59.9,0.4087,7.01,6.93,7.01,6.93,stop_loss,-0.011412268188302432,-1.0,0.011412268188302436,1,1,1,1.84,6.37,2.62,39.32
20251120,20251121,20251121,1,600803.SH,新奥股份,pullback,63.88,0.1892,20.85,20.58,20.85,20.58,stop_loss,-0.012949640287769904,-1.0,0.012949640287769933,0,0,0,0.78,10.09,7.27,46.39
20251120,20251121,20251121,1,603177.SH,德创环保,breakout,63.47,0.3621,14.12,13.91,14.12,13.8,gap_stop,-0.022662889518413443,-1.5238095238095235,0.014872521246458858,0,0,0,2.84,18.86,11.21,48.12
20251120,20251121,20251121,1,603499.SH,翔港科技,breakout,65.51,0.1984,20.03,19.78,20.03,19.78,stop_loss,-0.01248127808287569,-1.0,0.012481278082875686,0,0,0,2.18,15.87,10.3,43.55
20251124,20251125,20251125,1,605398.SH,新炬网络,breakout,65.33,0.4489,35.27,34.85,35.27,34.85,stop_loss,-0.011908137227105264,-1.0,0.011908137227105237,0,0,0,2.57,17.7,9.18,47.1
20251125,20251126,20251127,2,000065.SZ,北方国际,pullback,57.3,0.4083,12.7,12.21,13.21,12.21,stop_loss,-0.07570022710068125,-1.0,0.07570022710068129,0,0,0,2.81,17.42,8.09,60.92
20251125,20251126,20251128,3,601133.SH,柏诚股份,pullback,61.73,0.3373,13.56,13.4,13.56,13.4,stop_loss,-0.01179941002949858,-1.0,0.011799410029498535,1,1,0,1.7,10.88,4.01,64.01
20251126,20251127,20251127,1,000570.SZ,苏常柴Ａ,breakout,61.7,0.3909,6.11,6.09,6.11,6.09,stop_loss,-0.00327332242225864,-1.0,0.003273322422258668,0,0,0,1.5,7.54,4.88,51.77
20251126,20251127,20251203,5,600803.SH,新奥股份,pullback,61.71,0.1831,20.99,20.69,20.99,22.02,time_exit,0.04907098618389716,3.4333333333333695,0.014292520247736883,1,1,1,0.84,8.45,7.53,44.14
20251126,20251127,20251127,1,600880.SH,博瑞传播,breakout,65.71,0.4314,5.48,5.42,5.48,5.42,stop_loss,-0.010948905109489093,-1.0,0.010948905109489142,0,0,0,2.92,8.23,6.17,35.23
20251126,20251127,20251128,2,601133.SH,柏诚股份,pullback,64.44,0.4656,13.6,13.44,13.6,13.44,stop_loss,-0.0117647058823529,-1.0,0.011764705882352951,1,1,0,1.56,10.88,4.01,64.01
20251126,20251127,20251203,5,603286.SH,日盈电子,breakout,70.47,0.2743,48.19,46.19,48.19,56.3,time_exit,0.16829217680016595,4.055,0.04150238638721727,1,1,1,1.49,15.35,7.87,69.42
20251127,20251128,20251204,5,600538.SH,国发股份,pullback,61.13,0.2461,6.32,6.12,6.32,6.36,time_exit,0.006329113924050667,0.2,0.031645569620253194,1,1,0,1.16,14.06,8.06,44.86
20251127,20251128,20251128,1,601133.SH,柏诚股份,pullback,63.85,0.5335,13.69,13.46,13.69,13.46,stop_loss,-0.016800584368151794,-1.0,0.01680058436815184,0,0,0,1.97,10.6,4.3,65.19
20251127,20251128,20251128,1,603286.SH,日盈电子,pullback,61.83,0.2596,48.34,47.74,49.2,47.74,stop_loss,-0.02967479674796747,-1.0,0.029674796747967497,0,0,0,1.33,19.02,9.4,72.45
20251128,20251201,20251205,5,000737.SZ,北方铜业,pullback,60.44,0.4095,12.7,12.5,14.93,15.05,time_exit,0.00803750837240469,0.04938271604938313,0.1627595445411922,0,0,0,1.74,14.88,9.01,73.21
20251128,20251201,20251201,1,600538.SH,国发股份,pullback,64.44,0.2415,6.45,6.26,6.45,6.26,stop_loss,-0.029457364341085368,-1.0,0.02945736434108533,0,0,0,0.94,14.06,8.06,44.86
20251128,20251201,20251201,1,600635.SH,大众公用,pullback,51.84,0.1515,8.23,8.06,8.26,8.06,stop_loss,-0.024213075060532607,-1.0,0.024213075060532604,0,0,0,1.02,25.89,10.84,79.19
20251201,20251202,20251205,4,600538.SH,国发股份,pullback,59.5,0.203,6.38,6.26,6.45,6.26,stop_loss,-0.029457364341085368,-1.0,0.02945736434108533,1,0,0,1.09,14.06,8.06,44.86
20251202,20251203,20251203,1,000881.SZ,中广核技,breakout,64.47,0.2732,8.76,8.65,8.79,8.65,stop_loss,-0.015927189988623303,-1.0,0.0159271899886233,0,0,0,2.06,13.04,6.55,63.76
20251202,20251203,20251204,2,000886.SZ,海南高速,pullback,62.1,0.3236,7.78,7.52,7.78,7.52,stop_loss,-0.033419023136246895,-1.0,0.033419023136246874,0,0,0,1.77,19.57,8.44,74.7
20251202,20251203,20251203,1,600538.SH,国发股份,pullback,61.87,0.1986,6.47,6.33,6.47,6.33,stop_loss,-0.021638330757341562,-1.0,0.021638330757341527,0,0,0,0.94,14.33,8.06,44.86
