signal_date,entry_date,exit_date,hold_bars,ts_code,name,setup_type,signal_score,single_peak_dense_score,trigger_price,stop_loss,entry_price,exit_price,exit_reason,pnl_pct,r_multiple,risk_pct,hit_1r,hit_2r,hit_3r,volume_ratio,platform_range,chip_concentration,chip_low_position
20250613,20250616,20250616,1,603538.SH,美诺华,breakout,57.01,0.5126,18.75,18.26,18.75,18.11,gap_stop,-0.03413333333333335,-1.306122448979597,0.02613333333333325,0,0,0,4.21,22.99,16.53,56.92
20250616,20250617,20250617,1,000795.SZ,英洛华,pullback,57.79,0.4709,11.4,11.14,11.4,11.14,stop_loss,-0.02280701754385961,-1.0,0.02280701754385963,0,0,0,1.3,20.91,8.29,40.06
20250616,20250617,20250618,2,001389.SZ,广合科技,pullback,55.32,0.3341,57.7,56.53,57.78,56.51,gap_stop,-0.02197992384908276,-1.0160000000000025,0.021633783316026306,1,0,0,1.68,21.29,12.68,50.46
20250616,20250617,20250617,1,603899.SH,晨光股份,pullback,56.55,0.1967,33.87,32.85,33.87,32.85,stop_loss,-0.0301151461470327,-1.0,0.030115146147032656,0,0,0,1.25,23.33,12.75,50.99
20250617,20250618,20250624,5,600714.SH,金瑞矿业,pullback,57.16,0.2479,12.63,12.25,13.23,12.11,gap_stop,-0.08465608465608476,-1.1428571428571435,0.0740740740740741,1,0,0,4.27,24.57,12.31,63.57
20250617,20250618,20250619,2,601059.SH,信达证券,pullback,59.91,0.4168,16.74,16.21,16.74,16.21,stop_loss,-0.03166069295101537,-1.0,0.03166069295101539,0,0,0,1.95,16.57,7.1,42.25
20250617,20250618,20250618,1,601069.SH,西部黄金,pullback,58.28,0.2604,21.72,21.52,21.72,21.52,stop_loss,-0.009208103130755041,-1.0,0.009208103130755032,0,0,0,0.94,24.39,16.23,61.54
20250617,20250618,20250623,4,603091.SH,众鑫股份,pullback,55.88,0.2791,59.47,57.78,59.62,57.71,gap_stop,-0.03203622945320361,-1.0380434782608698,0.030862126803086153,1,1,0,1.16,20.66,12.82,68.43
20250618,20250619,20250619,1,000948.SZ,南天信息,pullback,59.14,0.3391,20.7,20.22,20.88,20.22,stop_loss,-0.031609195402298895,-1.0,0.03160919540229886,0,0,0,1.2,16.01,7.09,65.0
20250618,20250619,20250619,1,001268.SZ,联合精密,breakout,64.48,0.714,25.68,25.32,25.76,25.32,stop_loss,-0.017080745341614967,-1.0,0.017080745341614956,0,0,0,1.9,16.42,7.22,76.28
20250618,20250619,20250620,2,601069.SH,西部黄金,pullback,57.59,0.2527,22.19,21.43,22.19,21.43,stop_loss,-0.03424966200991442,-1.0,0.034249662009914444,0,0,0,1.17,24.39,16.84,62.89
20250619,20250620,20250620,1,600367.SH,红星发展,breakout,61.95,0.4503,16.08,15.78,16.08,15.69,gap_stop,-0.024253731343283458,-1.3000000000000005,0.018656716417910384,0,0,0,4.68,20.64,10.92,61.46
20250623,20250624,20250624,1,000995.SZ,皇台酒业,breakout,60.85,0.2385,14.68,14.65,14.68,14.65,gap_stop,-0.002043596730245234,-1.0,0.002043596730245188,0,0,0,3.25,11.4,6.49,55.49
20250623,20250624,20250625,2,603069.SH,海汽集团,pullback,59.02,0.3077,21.21,21.0,21.65,21.0,stop_loss,-0.03002309468822162,-1.0,0.030023094688221647,0,0,0,1.09,17.24,9.08,59.03
20250624,20250625,20250625,1,000833.SZ,粤桂股份,breakout,70.3,0.5864,12.82,12.62,12.82,12.62,stop_loss,-0.015600624024961096,-1.0,0.01560062402496108,0,0,0,2.64,10.98,5.09,39.47
20250624,20250625,20250625,1,000995.SZ,皇台酒业,breakout,60.17,0.2031,14.85,14.66,15.05,14.66,stop_loss,-0.025913621262458553,-1.0,0.025913621262458508,0,0,0,2.44,12.36,6.76,59.33
20250625,20250626,20250626,1,000555.SZ,神州信息,breakout,62.09,0.3477,14.38,14.09,14.38,14.09,stop_loss,-0.02016689847009745,-1.0,0.020166898470097422,0,0,0,3.08,16.02,13.92,50.5
20250625,20250626,20250626,1,000576.SZ,甘化科工,breakout,63.08,0.3841,9.61,9.45,9.61,9.45,stop_loss,-0.01664932362122795,-1.0,0.016649323621227903,0,0,0,2.26,12.88,8.26,58.78
20250626,20250627,20250627,1,000561.SZ,烽火电子,breakout,48.86,0.2691,10.7,10.54,10.7,10.4,gap_stop,-0.028037383177569986,-1.8749999999999918,0.014953271028037398,0,0,0,2.99,20.0,10.7,68.18
20250626,20250627,20250703,5,603186.SH,华正新材,pullback,60.73,0.4624,29.17,28.61,29.17,31.58,time_exit,0.08261912924237214,4.303571428571405,0.019197805965032646,1,1,1,1.84,15.85,8.27,74.5
20250627,20250630,20250704,5,603186.SH,华正新材,pullback,59.03,0.4661,29.51,28.65,30.0,31.05,time_exit,0.03499999999999992,0.7777777777777775,0.04500000000000005,1,0,0,2.11,15.85,9.1,67.89
20250630,20250701,20250701,1,600601.SH,方正科技,pullback,57.62,0.2674,5.34,5.25,5.34,5.25,stop_loss,-0.016853932584269593,-1.0,0.016853932584269638,0,0,0,1.45,15.68,12.4,59.07
20250630,20250701,20250702,2,601133.SH,柏诚股份,pullback,60.15,0.6125,12.71,12.35,12.71,12.35,stop_loss,-0.028324154209284136,-1.0,0.028324154209284122,0,0,0,2.59,20.84,9.59,66.04
20250630,20250701,20250707,5,601890.SH,亚星锚链,pullback,60.83,0.2913,10.19,9.85,10.19,9.85,stop_loss,-0.03336604514229635,-1.0,0.03336604514229636,1,1,1,2.0,18.28,8.8,50.27
20250630,20250701,20250707,5,603099.SH,长白山,pullback,68.38,0.2779,38.06,37.62,38.06,39.07,time_exit,0.02653704676826063,2.2954545454545157,0.011560693641618623,1,1,1,0.7,11.12,8.29,54.9
20250630,20250701,20250701,1,603136.SH,天目湖,pullback,57.14,0.2952,13.47,13.11,13.48,13.11,stop_loss,-0.027448071216617298,-1.0,0.027448071216617284,0,0,0,1.89,19.55,10.11,51.09
20250630,20250701,20250703,3,603186.SH,华正新材,pullback,58.0,0.4528,30.18,29.58,30.18,29.2,gap_stop,-0.032471835652750136,-1.6333333333333302,0.019880715705765453,1,0,0,1.64,19.89,8.94,71.78
20250630,20250701,20250702,2,603255.SH,鼎际得,pullback,58.85,0.2163,30.85,29.8,30.85,29.8,stop_loss,-0.03403565640194495,-1.0,0.03403565640194492,1,0,0,0.87,19.71,12.25,56.53
20250701,20250702,20250702,1,000065.SZ,北方国际,pullback,55.0,0.1946,12.09,11.62,12.2,11.62,stop_loss,-0.04754098360655734,-1.0,0.04754098360655738,0,0,0,2.61,22.96,10.29,47.07
20250701,20250702,20250707,4,601890.SH,亚星锚链,pullback,57.77,0.204,10.3,9.91,11.0,9.91,gap_stop,-0.09909090909090912,-1.0,0.09909090909090908,1,0,0,1.95,18.28,9.31,51.6
20250701,20250702,20250702,1,603136.SH,天目湖,pullback,54.26,0.1878,13.3,13.1,13.3,13.1,stop_loss,-0.015037593984962516,-1.0,0.015037593984962485,0,0,0,1.22,19.55,10.11,51.09
20250702,20250703,20250703,1,001267.SZ,汇绿生态,pullback,60.02,0.4091,9.9,9.74,9.9,9.74,stop_loss,-0.016161616161616155,-1.0,0.016161616161616175,0,0,0,1.03,17.45,10.46,60.35
20250702,20250703,20250708,4,603136.SH,天目湖,pullback,54.9,0.3457,13.4,13.1,13.4,13.1,stop_loss,-0.022388059701492602,-1.0,0.022388059701492588,1,0,0,1.79,19.55,10.11,51.09
20250702,20250703,20250703,1,603663.SH,三祥新材,pullback,59.15,0.3997,25.99,25.5,25.99,25.5,stop_loss,-0.018853405155829117,-1.0,0.018853405155829107,0,0,0,1.12,19.51,9.31,54.8
20250703,20250704,20250707,2,001283.SZ,豪鹏科技,breakout,64.89,0.2056,58.48,56.99,58.48,56.99,stop_loss,-0.025478796169630558,-1.0,0.025478796169630558,0,0,0,2.57,14.63,7.89,49.77
20250703,20250704,20250710,5,001359.SZ,平安电工,pullback,56.9,0.5771,33.46,32.9,33.46,37.95,time_exit,0.13419007770472202,8.017857142857114,0.016736401673640235,1,1,1,1.08,24.41,10.68,59.29
20250703,20250704,20250704,1,600589.SH,大位科技,breakout,66.9,0.5679,8.34,8.24,8.34,8.21,gap_stop,-0.015587529976019088,-1.2999999999999947,0.01199040767386087,0,0,0,1.84,16.71,7.31,66.96
20250703,20250704,20250704,1,601020.SH,华钰矿业,pullback,68.26,0.2723,18.89,18.38,18.89,18.38,stop_loss,-0.026998411858126126,-1.0,0.026998411858126074,0,0,0,1.13,13.2,6.78,37.28
20250703,20250704,20250704,1,603136.SH,天目湖,pullback,53.86,0.4322,13.35,13.2,13.56,13.2,stop_loss,-0.026548672566371723,-1.0,0.02654867256637177,0,0,0,1.13,19.55,9.39,51.09
20250703,20250704,20250704,1,603933.SH,睿能科技,pullback,56.1,0.2134,16.6,16.33,16.6,16.33,stop_loss,-0.01626506024096408,-1.0,0.01626506024096404,0,0,0,1.07,17.75,8.4,62.16
20250704,20250707,20250707,1,001283.SZ,豪鹏科技,pullback,58.42,0.1969,57.93,57.03,57.93,57.03,stop_loss,-0.015535991714137776,-1.0,0.015535991714137729,0,0,0,1.06,16.69,8.25,50.48
20250704,20250707,20250711,5,600513.SH,联环药业,breakout,62.01,0.423,10.81,10.59,11.15,14.98,time_exit,0.34349775784753356,6.839285714285708,0.05022421524663682,1,1,1,2.63,15.42,9.55,57.17
20250704,20250707,20250707,1,603002.SH,宏昌电子,pullback,51.06,0.1751,6.79,6.69,6.79,6.69,stop_loss,-0.014727540500736325,-1.0,0.014727540500736325,0,0,0,1.5,23.93,10.83,64.55
20250704,20250707,20250707,1,603275.SH,众辰科技,pullback,52.03,0.2162,47.98,47.56,47.99,47.56,stop_loss,-0.008960200041675304,-1.0,0.008960200041675343,0,0,0,0.91,24.69,12.85,69.86
20250707,20250708,20250709,2,600191.SH,华资实业,pullback,55.92,0.4018,8.21,8.0,8.21,8.0,stop_loss,-0.025578562728380105,-1.0,0.025578562728380126,0,0,0,4.03,18.4,8.78,45.7
20250707,20250708,20250714,5,600354.SH,敦煌种业,breakout,71.19,0.4402,6.6,6.49,6.6,6.55,time_exit,-0.007575757575757569,-0.45454545454545525,0.016666666666666583,1,0,0,2.93,6.88,4.44,38.71
20250707,20250708,20250714,5,601020.SH,华钰矿业,pullback,65.33,0.2124,19.12,18.52,19.12,20.03,time_exit,0.04759414225941416,1.5166666666666633,0.03138075313807539,1,1,0,1.13,14.27,6.78,37.28
20250707,20250708,20250710,3,603130.SH,云中马,pullback,51.84,0.4279,33.69,32.42,33.75,32.42,stop_loss,-0.039407407407407335,-1.0,0.039407407407407356,0,0,0,2.05,26.1,13.65,65.39
20250707,20250708,20250709,2,603275.SH,众辰科技,pullback,56.83,0.3791,49.04,47.2,49.25,47.2,stop_loss,-0.04162436548223347,-1.0,0.041624365482233444,0,0,0,0.73,24.69,12.27,69.86
20250708,20250709,20250709,1,001229.SZ,魅视科技,breakout,67.08,0.5829,33.65,33.24,33.65,33.24,stop_loss,-0.01218424962852882,-1.0,0.012184249628528874,0,0,0,1.28,7.68,3.96,41.6
20250708,20250709,20250715,5,001283.SZ,豪鹏科技,breakout,62.1,0.1445,59.48,58.41,62.54,62.37,time_exit,-0.002718260313399501,-0.04116222760290596,0.06603773584905664,0,0,0,1.44,16.69,8.19,51.91
20250708,20250709,20250709,1,001696.SZ,宗申动力,pullback,58.31,0.2218,24.03,23.76,24.12,23.76,stop_loss,-0.01492537313432829,-1.0,0.014925373134328334,0,0,0,1.41,17.86,8.3,50.86
20250708,20250709,20250709,1,600191.SH,华资实业,pullback,54.07,0.271,8.16,8.02,8.16,8.02,stop_loss,-0.01715686274509809,-1.0,0.01715686274509811,0,0,0,2.05,18.4,8.28,47.02
20250708,20250709,20250709,1,600359.SH,新农开发,breakout,69.91,0.3261,7.49,7.4,7.49,7.4,stop_loss,-0.012016021361815787,-1.0,0.012016021361815735,0,0,0,1.58,8.57,5.87,33.4
20250708,20250709,20250709,1,600589.SH,大位科技,pullback,61.53,0.6285,8.57,8.26,8.57,8.26,stop_loss,-0.03617269544924162,-1.0,0.0361726954492416,0,0,0,1.21,21.25,7.74,69.19
20250708,20250709,20250709,1,600619.SH,海立股份,pullback,59.27,0.4645,12.15,11.91,12.15,11.91,stop_loss,-0.019753086419753152,-1.0,0.019753086419753103,0,0,0,0.97,22.03,9.56,44.12
20250709,20250710,20250710,1,000037.SZ,深南电A,pullback,51.26,0.4298,10.38,10.11,10.38,10.11,stop_loss,-0.026011560693641744,-1.0,0.026011560693641748,0,0,0,2.57,27.43,12.67,63.5
20250709,20250710,20250710,1,000957.SZ,中通客车,breakout,64.86,0.319,11.62,11.58,11.62,11.58,stop_loss,-0.0034423407917383297,-1.0,0.003442340791738309,0,0,0,1.12,9.83,5.13,70.94
20250709,20250710,20250710,1,600149.SH,廊坊发展,pullback,54.82,0.2474,5.51,5.49,5.51,5.49,stop_loss,-0.003629764065335661,-1.0,0.003629764065335676,0,0,0,1.42,19.49,10.62,54.34
20250709,20250710,20250710,1,600191.SH,华资实业,pullback,54.79,0.233,8.17,8.0,8.17,8.0,stop_loss,-0.020807833537331732,-1.0,0.020807833537331694,0,0,0,1.31,18.4,7.86,45.7
20250709,20250710,20250711,2,600318.SH,新力金融,breakout,58.37,0.2306,10.43,10.25,10.43,10.25,stop_loss,-0.017257909875359467,-1.0,0.017257909875359512,1,1,0,2.95,19.23,7.26,70.28
20250709,20250710,20250710,1,600719.SH,大连热电,pullback,59.11,0.3508,6.95,6.88,6.95,6.88,stop_loss,-0.010071942446043258,-1.0,0.010071942446043206,0,0,0,2.04,12.85,5.63,64.2
20250709,20250710,20250710,1,601199.SH,江南水务,pullback,53.15,0.279,5.6,5.58,5.6,5.58,stop_loss,-0.0035714285714284477,-1.0,0.0035714285714284954,0,0,0,1.21,13.9,7.95,55.91
20250709,20250710,20250710,1,603186.SH,华正新材,pullback,52.43,0.2394,31.89,31.25,32.4,31.25,stop_loss,-0.03549382716049376,-1.0,0.035493827160493784,0,0,0,1.16,21.14,10.36,71.83
20250710,20250711,20250715,3,000037.SZ,深南电A,pullback,52.49,0.5201,10.29,9.86,10.29,9.86,stop_loss,-0.04178814382896012,-1.0,0.04178814382896013,0,0,0,2.17,27.43,12.4,64.03
20250710,20250711,20250714,2,000957.SZ,中通客车,pullback,64.82,0.3202,11.71,11.53,11.71,11.53,stop_loss,-0.015371477369769515,-1.0,0.015371477369769555,0,0,0,1.18,10.6,5.13,70.94
20250710,20250711,20250711,1,000993.SZ,闽东电力,pullback,61.13,0.2778,10.48,10.36,10.48,10.36,stop_loss,-0.011450381679389388,-1.0,0.011450381679389407,0,0,0,1.07,19.03,8.17,52.95
20250710,20250711,20250711,1,001283.SZ,豪鹏科技,breakout,55.86,0.1149,63.15,62.37,63.15,62.37,stop_loss,-0.01235154394299287,-1.0,0.012351543942992892,0,0,0,2.32,21.98,11.3,58.32
20250710,20250711,20250711,1,001696.SZ,宗申动力,pullback,61.09,0.2183,23.54,23.1,23.55,23.1,stop_loss,-0.019108280254777066,-1.0,0.019108280254777038,0,0,0,0.86,17.86,8.3,50.86
20250710,20250711,20250717,5,600051.SH,宁波联合,pullback,66.99,0.454,7.62,7.5,7.65,7.67,time_exit,0.002614379084967311,0.13333333333333017,0.019607843137254947,1,0,0,1.11,10.54,5.94,48.3
20250710,20250711,20250714,2,600191.SH,华资实业,pullback,55.72,0.2863,8.08,7.9,8.08,7.9,stop_loss,-0.022277227722772297,-1.0,0.02227722772277224,1,1,1,1.32,18.4,7.86,45.7
20250710,20250711,20250711,1,600318.SH,新力金融,pullback,54.96,0.3989,10.41,10.29,10.41,10.29,stop_loss,-0.011527377521613924,-1.0,0.011527377521613928,0,0,0,1.88,22.52,7.41,72.38
20250710,20250711,20250711,1,600354.SH,敦煌种业,pullback,64.27,0.3542,6.6,6.51,6.6,6.51,stop_loss,-0.013636363636363669,-1.0,0.013636363636363615,0,0,0,0.99,12.35,4.82,41.11
20250710,20250711,20250711,1,601199.SH,江南水务,pullback,54.52,0.2768,5.58,5.53,5.58,5.53,stop_loss,-0.008960573476702427,-1.0,0.008960573476702477,0,0,0,1.09,13.9,7.95,55.91
20250711,20250714,20250718,5,000791.SZ,甘肃能源,pullback,61.57,0.2181,6.81,6.7,6.83,6.92,time_exit,0.013177159590043841,0.6923076923076917,0.019033674963396762,1,1,1,1.18,12.93,7.36,43.26
20250711,20250714,20250715,2,000993.SZ,闽东电力,pullback,64.56,0.273,10.52,10.35,10.53,10.35,stop_loss,-0.017094017094017033,-1.0,0.017094017094017068,1,1,0,0.94,19.03,7.8,53.89
20250711,20250714,20250715,2,600051.SH,宁波联合,breakout,70.46,0.4401,7.79,7.65,7.79,7.65,stop_loss,-0.01797175866495504,-1.0,0.01797175866495503,0,0,0,1.38,11.01,7.09,50.86
20250711,20250714,20250715,2,600354.SH,敦煌种业,pullback,64.62,0.2755,6.59,6.51,6.59,6.51,stop_loss,-0.012139605462822445,-1.0,0.012139605462822469,0,0,0,0.91,12.35,4.82,41.11
20250711,20250714,20250714,1,600678.SH,四川金顶,breakout,62.39,0.266,9.46,9.3,9.46,9.27,gap_stop,-0.02008456659619462,-1.1875000000000069,0.01691331923890065,0,0,0,2.22,17.78,8.42,63.25
20250714,20250715,20250716,2,000791.SZ,甘肃能源,pullback,59.4,0.2154,6.95,6.83,7.3,6.83,stop_loss,-0.06438356164383563,-1.0,0.06438356164383559,0,0,0,1.39,12.93,7.59,44.12
20250714,20250715,20250715,1,000993.SZ,闽东电力,pullback,61.6,0.2601,10.74,10.53,10.74,10.53,stop_loss,-0.019553072625698387,-1.0,0.019553072625698404,0,0,0,1.6,19.03,7.8,53.89
20250714,20250715,20250715,1,001208.SZ,华菱线缆,pullback,68.1,0.4974,11.23,11.06,11.24,11.06,stop_loss,-0.016014234875444844,-1.0,0.016014234875444813,0,0,0,0.65,13.06,5.64,65.46
20250714,20250715,20250715,1,600051.SH,宁波联合,pullback,66.69,0.4323,7.85,7.72,7.86,7.72,stop_loss,-0.0178117048346057,-1.0,0.01781170483460567,0,0,0,1.12,13.72,7.27,51.29
20250714,20250715,20250715,1,600523.SH,贵航股份,pullback,59.1,0.3009,14.86,14.8,14.86,14.8,stop_loss,-0.004037685060565233,-1.0,0.00403768506056519,0,0,0,0.84,13.39,8.94,67.48
20250714,20250715,20250715,1,600719.SH,大连热电,pullback,56.23,0.2667,6.9,6.81,6.9,6.81,stop_loss,-0.013043478260869712,-1.0,0.013043478260869672,0,0,0,1.76,13.57,5.23,65.46
20250714,20250715,20250715,1,603682.SH,锦和商管,pullback,65.2,0.3432,6.0,5.94,6.04,5.94,stop_loss,-0.01655629139072845,-1.0,0.01655629139072842,0,0,0,0.87,14.54,6.95,57.5
20250715,20250716,20250722,5,600212.SH,绿能慧充,breakout,68.15,0.3136,9.02,8.76,9.02,9.35,time_exit,0.03658536585365857,1.2692307692307705,0.02882483370288246,1,1,1,2.07,15.59,8.4,43.04
20250715,20250716,20250717,2,600301.SH,华锡有色,pullback,61.34,0.7047,21.26,20.89,21.3,20.89,stop_loss,-0.019248826291079824,-1.0,0.019248826291079817,0,0,0,1.12,15.49,8.95,37.85
20250715,20250716,20250716,1,600678.SH,四川金顶,breakout,61.78,0.3527,9.91,9.7,9.91,9.7,gap_stop,-0.021190716448032387,-1.0,0.021190716448032377,0,0,0,1.97,18.37,9.92,69.89
20250715,20250716,20250716,1,603275.SH,众辰科技,breakout,58.6,0.3043,50.89,50.28,50.89,50.28,stop_loss,-0.011986637846335246,-1.0,0.011986637846335222,0,0,0,1.46,23.15,12.7,67.51
20250715,20250716,20250722,5,603682.SH,锦和商管,pullback,65.12,0.2868,6.0,5.92,6.0,6.1,time_exit,0.016666666666666607,1.2499999999999944,0.013333333333333345,1,0,0,1.64,11.93,6.95,57.5
20250716,20250717,20250723,5,001266.SZ,宏英智能,pullback,63.36,0.4822,27.51,27.2,27.57,29.12,time_exit,0.056220529561117116,4.18918918918918,0.013420384475879616,1,1,1,1.28,8.14,6.19,78.57
20250716,20250717,20250718,2,600051.SH,宁波联合,pullback,71.62,0.4196,7.8,7.63,7.8,7.63,stop_loss,-0.02179487179487183,-1.0,0.021794871794871787,0,0,0,0.79,9.28,7.06,51.72
20250716,20250717,20250717,1,600141.SH,兴发集团,pullback,55.45,0.2895,23.07,22.9,23.1,22.9,stop_loss,-0.008658008658008809,-1.0,0.008658008658008781,0,0,0,1.05,12.35,8.71,53.92
20250716,20250717,20250723,5,600212.SH,绿能慧充,pullback,63.52,0.2983,9.0,8.81,9.04,9.12,time_exit,0.008849557522123908,0.3478260869565241,0.025442477876106047,1,1,1,1.35,12.57,8.85,44.29
20250716,20250717,20250723,5,600230.SH,沧州大化,pullback,60.22,0.3269,11.38,11.0,11.6,14.52,time_exit,0.25172413793103443,4.86666666666667,0.051724137931034454,1,1,1,4.45,12.62,9.48,65.58
20250716,20250717,20250723,5,600351.SH,亚宝药业,breakout,67.35,0.5883,6.39,6.3,6.39,7.1,time_exit,0.11111111111111116,7.888888888888901,0.014084507042253499,1,1,1,1.5,5.66,4.94,67.08
20250716,20250717,20250717,1,601083.SH,锦江航运,pullback,63.46,0.2771,11.94,11.88,11.94,11.88,stop_loss,-0.005025125628140614,-1.0,0.005025125628140597,0,0,0,1.5,10.6,4.58,50.77
20250716,20250717,20250723,5,603682.SH,锦和商管,pullback,66.85,0.2805,6.02,6.0,6.02,6.05,time_exit,0.004983388704318914,1.5000000000000444,0.003322259136212554,1,1,1,1.0,10.13,6.95,57.5
20250717,20250718,20250718,1,000411.SZ,英特集团,pullback,64.99,0.5949,11.2,11.14,11.3,11.14,stop_loss,-0.01415929203539823,-1.0,0.014159292035398242,0,0,0,1.34,8.16,6.64,69.11
20250717,20250718,20250718,1,000886.SZ,海南高速,breakout,63.65,0.2772,7.23,7.14,7.23,7.14,stop_loss,-0.012448132780083054,-1.0,0.01244813278008309,0,0,0,2.08,10.4,9.27,50.84
20250717,20250718,20250724,5,600141.SH,兴发集团,pullback,54.94,0.2876,22.95,22.7,23.14,25.39,time_exit,0.09723422644770952,5.113636363636349,0.019014693171996597,1,1,1,0.99,12.39,8.71,53.92
20250717,20250718,20250724,5,600212.SH,绿能慧充,pullback,61.71,0.2825,9.13,8.94,9.13,9.22,time_exit,0.009857612267250904,0.4736842105263119,0.02081051478641854,1,1,1,1.44,12.66,9.47,47.4
20250717,20250718,20250718,1,600351.SH,亚宝药业,breakout,64.59,0.588,6.45,6.39,6.47,6.39,stop_loss,-0.012364760432766575,-1.0,0.012364760432766627,0,0,0,1.55,6.54,5.33,65.79
20250717,20250718,20250718,1,600410.SH,华胜天成,breakout,77.39,0.7333,10.22,10.05,10.27,10.05,stop_loss,-0.02142161635832507,-1.0,0.02142161635832511,0,0,0,1.31,8.47,5.42,57.25
20250717,20250718,20250721,2,600706.SH,曲江文旅,breakout,61.82,0.2811,11.05,10.86,11.1,10.76,gap_stop,-0.03063063063063065,-1.4166666666666647,0.02162162162162164,0,0,0,1.41,13.4,8.24,45.51
20250717,20250718,20250724,5,601083.SH,锦江航运,pullback,68.14,0.4348,11.95,11.85,11.96,12.37,time_exit,0.03428093645484931,3.7272727272726716,0.009197324414715819,1,1,1,0.97,10.6,4.58,50.77
20250717,20250718,20250718,1,603211.SH,晋拓股份,breakout,70.98,0.6047,18.97,18.8,18.97,18.8,stop_loss,-0.008961518186610395,-1.0,0.00896151818661034,0,0,0,1.93,7.06,3.79,50.41
20250718,20250721,20250723,3,000411.SZ,英特集团,pullback,66.46,0.591,11.23,11.07,11.23,11.07,stop_loss,-0.014247551202137165,-1.0,0.014247551202137144,0,0,0,1.25,7.96,6.64,68.41
20250718,20250721,20250721,1,000886.SZ,海南高速,breakout,64.57,0.2712,7.29,7.23,7.29,7.2,gap_stop,-0.012345679012345623,-1.5000000000000073,0.008230452674897066,0,0,0,1.37,10.71,9.27,50.84
20250718,20250721,20250725,5,000919.SZ,金陵药业,pullback,62.1,0.3379,7.11,6.99,7.11,7.15,time_exit,0.005625879043600568,0.3333333333333333,0.016877637130801704,1,0,0,1.35,5.45,5.66,62.94
20250718,20250721,20250725,5,001266.SZ,宏英智能,pullback,62.89,0.4062,28.02,27.7,28.2,30.21,time_exit,0.07127659574468082,4.020000000000003,0.01773049645390071,1,1,1,1.26,8.14,6.42,78.03
20250718,20250721,20250724,4,600212.SH,绿能慧充,pullback,58.88,0.2666,9.3,9.0,9.3,9.0,stop_loss,-0.032258064516129115,-1.0,0.03225806451612911,1,1,0,1.51,14.8,9.86,49.9
20250718,20250721,20250725,5,600301.SH,华锡有色,pullback,67.66,0.6885,21.4,20.93,21.4,24.15,time_exit,0.12850467289719636,5.851063829787249,0.021962616822429854,1,1,1,1.03,12.26,7.92,35.46
20250718,20250721,20250721,1,600501.SH,航天晨光,breakout,74.07,0.5573,20.79,20.54,20.79,20.54,stop_loss,-0.01202501202501205,-1.0,0.012025012025012025,0,0,0,1.1,5.49,7.62,63.26
20250718,20250721,20250730,3,600593.SH,大连圣亚,breakout,73.38,0.5972,32.65,32.16,32.99,32.16,stop_loss,-0.025159139133070774,-1.0,0.02515913913307079,1,1,1,1.56,9.14,5.82,34.97
